rajatisid,rajatisnimi,kompleks,liik,omandiliik,om_oigvorm_id,omaniknimi,omanikregkood,va_oigvorm_id,valdajanimi,valdajaregkood,kaart_laius,kaart_pikkus,maakond,maakond_kood,kov,asustusyksus,asustusyksus_kood,riietusruumidemahutavus,objektid,objektnimi,tehnseisukord,spordialad,renoveerimisaasta,algusaasta,parkimiskohad
3449,veltsi lasteaed-algkooli võimla,veltsi lasteaed-algkool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,rakvere vallavalitsus,77000329,kohaliku omavalitsuse üksus,veltsi lasteaed-algkool,75012110,59.39898088,26.27705217,lääne-virumaa,60,rakvere vald,veltsi küla,9196,20,7580,veltsi lasteaed-algkooli võimla,rahuldav,"harrastusvõimlemine, saalijalgpall",0.0,1992.0,0.0
3388,vihasoo lasteaed-algkooli spordiväljak,vihasoo lasteaed-algkool,"muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,kuusalu vallavalitsus,75033496,kohaliku omavalitsuse üksus,vihasoo lasteaed-algkool,75015723,59.544691,25.798591,harjumaa,37,kuusalu,vihasoo küla,9257,0,7424,jalgpalliplats,rahuldav,jalgpall,0.0,2000.0,0.0
268,viimsi kooli pallimänguväljak,viimsi kool,välispalliväljak,hoonestusõigus,aktsiaselts,aktsiaselts seb liising,10281767,kohaliku omavalitsuse üksus,viimsi kool,75021304,59.50858984,24.83507168,harjumaa,37,viimsi,haabneeme alevik,1675,0,9466,multifunktsionaalne palliväljak,väga hea,"käsipall, jalgpall",2018.0,2006.0,0.0
277,viimsi kooli spordikeskus,viimsi kool,"siseujula, võimla, spordihall, spordisaal",hoonestusõigus,aktsiaselts,aktsiaselts seb liising,10281767,kohaliku omavalitsuse üksus,viimsi kool,75021304,59.508035,24.834477,harjumaa,37,viimsi,haabneeme alevik,1675,208,1284,spordisaal,väga hea,"korvpall, võrkpall, käsipall, saalihoki, saalijalgpall",2023.0,2006.0,30.0
279,viimsi mõisapargi jalgpalliväljak,viimsi mõisapargi spordiväljakud,välispalliväljak,kinnisasi,osaühing,osaühing viimsi haldus,10618178,osaühing,osaühing viimsi haldus,10618178,59.5022885,24.8361151,harjumaa,37,viimsi,viimsi alevik,9280,0,1308,viimsi mõisapargi jalgpalliväljak,väga hea,jalgpall,0.0,2006.0,30.0
3594,viimsi staadion,0,staadion,kinnisasi,osaühing,osaühing viimsi haldus,10618178,osaühing,osaühing viimsi haldus,10618178,59.50911598,24.83465481,harjumaa,37,viimsi,haabneeme alevik,1675,0,7915,viimsi staadion,väga hea,"jalgpall, kergejõustik",0.0,2015.0,0.0
4168,viiratsi perepark,viiratsi kool,"muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,viljandi vallavalitsus,75038606,kohaliku omavalitsuse üksus,viljandi vallavalitsus,75038606,58.357998,25.639778,viljandimaa,84,viljandi vald,viiratsi alevik,9292,0,8899,multifunktsionaalne palliväljak,väga hea,"korvpall, jalgpall, võrkpall, tennis, sulgpall",0.0,2017.0,6.0
2809,viiratsi staadion,0,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,viljandi vallavalitsus,75038606,kohaliku omavalitsuse üksus,viljandi vallavalitsus,75038606,58.35847724,25.63249567,viljandimaa,84,viljandi vald,viiratsi alevik,9292,0,5721,viiratsi staadion,rahuldav,"jalgpall, kergejõustik",1962.0,1957.0,10.0
1792,viljandi jakobsoni kooli staadion,viljandi jakobsoni kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,viljandi linnavalitsus,75005222,kohaliku omavalitsuse üksus,viljandi jakobsoni kool,75005305,58.345813,25.581252,viljandimaa,84,viljandi linn,0,0,0,5084,staadion,rahuldav,"kergejõustik, jalgpall",0.0,1976.0,0.0
2413,viljandi järveäärne muruväljak,viljandi spordikeskus,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,viljandi linnavalitsus,75005222,kohaliku omavalitsuse üksus,viljandi spordikeskus,75005280,58.359774,25.601717,viljandimaa,84,viljandi linn,0,0,0,4214,järveäärne muruväljak,hea,jalgpall,0.0,2008.0,0.0
2424,viljandi kaare kooli staadion,viljandi kaare kool,staadion,kinnisasi,kohaliku omavalitsuse üksus,viljandi linnavalitsus,75005222,kohaliku omavalitsuse üksus,viljandi kaare kool,75005297,58.373099,25.582126,viljandimaa,84,viljandi linn,0,0,0,4286,staadion ,rahuldav,"jalgpall, kergejõustik",0.0,1971.0,0.0
2427,viljandi kesklinna kooli võimla,viljandi kesklinna kool,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,viljandi linnavalitsus,75005222,kohaliku omavalitsuse üksus,viljandi spordikeskus,75005280,58.36660103,25.60683964,viljandimaa,84,viljandi linn,0,0,25,4191,võimla,väga hea,"korvpall, saalijalgpall, võrkpall, saalihoki",0.0,2004.0,10.0
1556,viljandi kutseõppekeskuse spordihoone,viljandi kutseõppekeskus,"võimla, spordihall, spordisaal",kinnisasi,-,haridus- ja teadusministeerium,70000740,-,viljandi kutseõppekeskus,70005565,58.393263,25.661799,viljandimaa,84,viljandi vald,vana-võidu küla,9012,60,3994,võimla,rahuldav,"võrkpall, korvpall, saalijalgpall, saalihoki, sulgpall, akrobaatiline võimlemine, lauatennis",2011.0,1985.0,40.0
2800,viljandi kutseõppekeskuse staadion,viljandi kutseõppekeskus,staadion,kinnisasi,-,haridus- ja teadusministeerium,70000740,-,viljandi kutseõppekeskus,70005565,58.392921,25.661209,viljandimaa,84,viljandi vald,vana-võidu küla,9012,0,5701,staadion,mitterahuldav,"jalgpall, kergejõustik",0.0,1970.0,0.0
2426,viljandi linnastaadion,viljandi spordikeskus,staadion,kinnisasi,kohaliku omavalitsuse üksus,viljandi linnavalitsus,75005222,kohaliku omavalitsuse üksus,viljandi spordikeskus,75005280,58.36123019,25.60664739,viljandimaa,84,viljandi linn,0,0,30,4187,viljandi linnastaadion,väga hea,"jalgpall, kergejõustik",2022.0,1932.0,100.0
2430,viljandi paalalinna kooli staadion ja spordiväljakud,viljandi paalalinna kool,"muu spordiplats, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,viljandi linnavalitsus,75005222,kohaliku omavalitsuse üksus,viljandi paalalinna kool,75005311,58.373329,25.573146,viljandimaa,84,viljandi linn,0,0,0,4298,staadion,hea,"jalgpall, kergejõustik",2019.0,1965.0,0.0
2416,viljandi ranna pst 7 kunstmuruväljak,viljandi spordikeskus,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,viljandi linnavalitsus,75005222,kohaliku omavalitsuse üksus,viljandi spordikeskus,75005280,58.360158,25.603101,viljandimaa,84,viljandi linn,0,0,25,4188,kunstmuruväljak,hea,jalgpall,2019.0,2001.0,50.0
6033,viljandi ranna rannajalgpalliväljak,viljandi spordikeskus,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,viljandi linnavalitsus,75005222,kohaliku omavalitsuse üksus,viljandi linnavalitsus,75005222,58.36074737,25.6092842,viljandimaa,84,viljandi linn,0,0,0,12197,viljandi ranna rannajalgpalliväljak,hea,rannajalgpall,0.0,2023.0,0.0
5695,viluste põhikooli spordiväljak,viluste põhikool,"muu vabas õhus asuv spordiobjekt, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,räpina vallavalitsus,75025503,kohaliku omavalitsuse üksus,räpina vallavalitsus,75025503,57.99572805,27.32957215,põlvamaa,64,räpina,viluste küla,9369,0,11660,viluste põhikooli staadion,väga hea,"jalgpall, kergejõustik",0.0,2022.0,5.0
1280,vinni liivakattega spordiplats,vinni rekreatsiooniala,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,vinni vallavalitsus,75008746,kohaliku omavalitsuse üksus,vinni vallavalitsus,75008746,59.289768,26.423653,lääne-virumaa,60,vinni,vinni alevik,9375,0,6428,vinni liivakattega spordiplats,väga hea,"rannajalgpall, rannavõrkpall",0.0,2011.0,0.0
1269,vinni mini-spordiväljak,vinni rekreatsiooniala,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,vinni vallavalitsus,75008746,kohaliku omavalitsuse üksus,vinni vallavalitsus,75008746,59.288294,26.422055,lääne-virumaa,60,vinni,vinni alevik,9375,0,5079,vinni mini-spordiväljak,rahuldav,"jalgpall, korvpall",0.0,2006.0,20.0
1271,vinni-pajusti staadion,vinni rekreatsiooniala,staadion,kinnisasi,kohaliku omavalitsuse üksus,vinni vallavalitsus,75008746,kohaliku omavalitsuse üksus,vinni vallavalitsus,75008746,59.289791,26.422226,lääne-virumaa,60,vinni,vinni alevik,9375,30,3783,staadion,väga hea,"jalgpall, kergejõustik",0.0,2008.0,7.0
788,viru-nigula jalgpalliväljak,viru-nigula spordihoone,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,viru-nigula vallavalitsus,75020500,kohaliku omavalitsuse üksus,viru-nigula vallavalitsus,75020500,59.448316,26.693076,lääne-virumaa,60,viru-nigula,viru-nigula alevik,9399,0,2055,jalgpalliväljak,hea,jalgpall,0.0,2001.0,0.0
2735,võhma kooli staadion,võhma kool,staadion,kinnisasi,kohaliku omavalitsuse üksus,põhja-sakala vallavalitsus,77000463,kohaliku omavalitsuse üksus,võhma kool,75022597,58.63368004,25.54910402,viljandimaa,84,põhja-sakala,võhma linn,9500,0,5618,staadion,hea,"jalgpall, kergejõustik",2014.0,2010.0,15.0
2734,võhma kooli võimla ja jõusaal,võhma kool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,põhja-sakala vallavalitsus,77000463,kohaliku omavalitsuse üksus,võhma kool,75022597,58.63287482,25.55034275,viljandimaa,84,põhja-sakala,võhma linn,9500,40,5619,võimla,väga hea,"harrastusvõimlemine, korvpall, võrkpall, saalijalgpall, kergejõustik",2010.0,1975.0,15.0
625,võidujooksu jalgpalliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,tallinna kultuuri- ja spordiamet,77001435,mittetulundusühing,jalgpalliklubi ajax tlmk,80100885,59.43860229,24.80844013,harjumaa,37,tallinn,lasnamäe linnaosa,387,0,297,võidujooksu jalgpalliväljak,hea,jalgpall,2020.0,2001.0,20.0
649,voka spordihoone,voka spordihoone,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,toila vallavalitsus,75001477,kohaliku omavalitsuse üksus,toila valla spordi- ja kultuurikeskus,75023776,59.4064737,27.58754705,ida-virumaa,45,toila,voka alevik,9455,40,1183,pallimängude saal,väga hea,"korvpall, tennis, võrkpall, sulgpall, saalijalgpall, saalihoki",2005.0,1980.0,30.0
650,voka staadion,voka spordihoone,"sportliku liikumise püsirada, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,toila vallavalitsus,75001477,kohaliku omavalitsuse üksus,toila valla spordi- ja kultuurikeskus,75023776,59.405078,27.587714,ida-virumaa,45,toila,voka alevik,9455,0,1203,staadion,hea,"jalgpall, kergejõustik",2022.0,1980.0,0.0
651,voka vana staadion,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,toila vallavalitsus,75001477,kohaliku omavalitsuse üksus,toila valla spordi- ja kultuurikeskus,75023776,59.40284,27.588301,ida-virumaa,45,toila,voka alevik,9455,0,1198,jalgpalliväljak,rahuldav,jalgpall,0.0,1980.0,0.0
47,võnnu keskkooli staadion,võnnu keskkool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,kastre vallavalitsus,77000370,kohaliku omavalitsuse üksus,võnnu keskkool,75011197,58.282776,27.052932,tartumaa,79,kastre,võnnu alevik,9570,0,9564,staadion,väga hea,"jalgpall, kergejõustik",2018.0,1991.0,0.0
1853,voore põhikooli miniarena,voore põhikool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,mustvee vallavalitsus,77000364,kohaliku omavalitsuse üksus,voore põhikool,75005475,58.714048,26.751468,jõgevamaa,50,mustvee,voore küla,9466,20,3934,miniarena,hea,"korvpall, jalgpall, võrkpall",0.0,2011.0,30.0
763,vormsi lasteaed-põhikooli staadion,vormsi lasteaed-põhikool,staadion,kinnisasi,kohaliku omavalitsuse üksus,vormsi vallavalitsus,75022427,kohaliku omavalitsuse üksus,vormsi lasteaed-põhikool,75022433,58.99245,23.24544,läänemaa,56,vormsi,hullo küla,1900,0,11088,vormsi lasteaed-põhikooli staadion,hea,"jalgpall, kergejõustik",2021.0,1991.0,50.0
391,võru kesklinna kooli pallimänguväljakud,võru kesklinna kool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,võru linnavalitsus,75019980,kohaliku omavalitsuse üksus,võru kesklinna kool,75020144,57.845728,26.995382,võrumaa,87,võru linn,0,0,90,1013,tehiskattega mänguväljak,hea,"jalgpall, korvpall",0.0,2008.0,70.0
390,võru kesklinna kooli võimla,võru kesklinna kool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,võru linnavalitsus,75019980,kohaliku omavalitsuse üksus,võru kesklinna kool,75020144,57.84544653,26.99667985,võrumaa,87,võru linn,0,0,150,1140,võimla,hea,"võrkpall, korvpall, harrastusvõimlemine, saalijalgpall, akrobaatiline võimlemine",2018.0,1960.0,70.0
393,võru kubija tehiskattega palliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,võru linnavalitsus,75019980,mittetulundusühing,jalgpalliklubi võru,80155656,57.823984,27.005231,võrumaa,87,võru linn,0,0,0,65,kubija palliväljak,rahuldav,"korvpall, jalgpall",0.0,2007.0,0.0
392,võru olevi tn tehiskattega mänguväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,võru linnavalitsus,75019980,mittetulundusühing,jalgpalliklubi võru,80155656,57.837922,27.013375,võrumaa,87,võru linn,0,0,0,66,olevi mänguväljak,rahuldav,"korvpall, jalgpall",0.0,2006.0,0.0
9,võru spordikeskus,võru spordikeskus,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",kinnisasi,sihtasutus,sihtasutus võru spordikeskus,90007649,sihtasutus,sihtasutus võru spordikeskus,90007649,57.84493283,27.00961331,võrumaa,87,võru linn,0,0,300,1275,pallimängude hall,väga hea,"korvpall, võrkpall, saalijalgpall",0.0,2006.0,80.0
10,võru staadion,võru spordikeskus,staadion,kinnisasi,sihtasutus,sihtasutus võru spordikeskus,90007649,sihtasutus,sihtasutus võru spordikeskus,90007649,57.844141,27.010928,võrumaa,87,võru linn,0,0,0,1288,staadion ,väga hea,"jalgpall, kergejõustik",2022.0,2009.0,0.0
5431,võru taara asumi palliväljak ja jõulinnak,0,"muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,võru linnavalitsus,75019980,kohaliku omavalitsuse üksus,võru linnavalitsus,75019980,57.82135253,27.0337581,võrumaa,87,võru linn,0,0,0,11202,multifunktsionaalne palliväljak,väga hea,"korvpall, jalgpall, võrkpall",0.0,2021.0,0.0
1385,võru valla kultuuri- ja noorsootöökeskus,võru valla kultuuri- ja noorsootöökeskus,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,võru vallavalitsus,77000393,sihtasutus,sihtasutus sõmerpalu teenuskeskus,90014023,57.85254916,26.83544406,võrumaa,87,võru vald,sõmerpalu alevik,7887,70,1036,spordisaal,hea,"võrkpall, saalijalgpall, korvpall, lauatennis",2001.0,1987.0,40.0
2595,võsu spordihoone,võsu spordihoone,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,haljala vallavalitsus,75013144,kohaliku omavalitsuse üksus,haljala vallavalitsus,75013144,59.5777574,25.9715707,lääne-virumaa,60,haljala,võsu alevik,9592,30,4899,spordisaal,hea,"aeroobika, ilu- ja rühmvõimlemine, harrastusvõimlemine, kergejõustik, karate, koroona ja novus, korvpall, saalijalgpall, lauatennis, maadlus, muud sportlikud tantsud, saalihoki, turniiribridž, võistlustants, võrkpall",2009.0,2004.0,15.0
4490,võsu staadion,0,staadion,kinnisasi,kohaliku omavalitsuse üksus,haljala vallavalitsus,75013144,kohaliku omavalitsuse üksus,haljala vallavalitsus,75013144,59.579549,25.976949,lääne-virumaa,60,haljala,võsu alevik,9592,0,9506,võsu staadion,väga hea,"kergejõustik, jalgpall",2019.0,2018.0,0.0
1149,väike-maarja staadion ja rannavõrkpalliväljak,väike-maarja spordihoone,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,väike-maarja vallavalitsus,75011694,kohaliku omavalitsuse üksus,väike-maarja vallavalitsus,75011694,59.126098,26.252174,lääne-virumaa,60,väike-maarja,väike-maarja alevik,9628,0,11716,staadion,väga hea,"jalgpall, kergejõustik",2022.0,1962.0,20.0
403,väimela staadion ja palliväljakud,väimela tervisekeskus,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,võru vallavalitsus,77000393,kohaliku omavalitsuse üksus,väimela tervisekeskus,75027287,57.891784,27.007388,võrumaa,87,võru vald,väimela alevik,9636,0,2079,staadion,rahuldav,"jalgpall, kergejõustik",1978.0,1956.0,0.0
4234,vändra kunstmurukattega jalgpalliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,põhja-pärnumaa vallavalitsus,77000234,mittetulundusühing,jalgpalliklubi vändra vaprus,80293625,58.64444008,25.03938675,pärnumaa,68,põhja-pärnumaa,vändra alev,9663,0,9025,vändra kunstmurukattega jalgpalliväljak,väga hea,jalgpall,0.0,2017.0,0.0
180,vändra staadion,vändra staadion,staadion,kinnisasi,kohaliku omavalitsuse üksus,põhja-pärnumaa vallavalitsus,77000234,kohaliku omavalitsuse üksus,põhja-pärnumaa vallavalitsus,77000234,58.654013,25.029516,pärnumaa,68,põhja-pärnumaa,vändra alev,9663,40,3756,vändra alevi staadion,väga hea,"jalgpall, kergejõustik",2012.0,1957.0,50.0
185,vändra võimla,vändra gümnaasium,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,põhja-pärnumaa vallavalitsus,77000234,kohaliku omavalitsuse üksus,vändra gümnaasium,75001626,58.64643379,25.04117249,pärnumaa,68,põhja-pärnumaa,vändra alev,9663,30,3758,võimla,väga hea,"korvpall, võrkpall, saalijalgpall",2011.0,1977.0,30.0
376,värska gümnaasiumi  võimla,värska gümnaasium,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,setomaa vallavalitsus,75025041,kohaliku omavalitsuse üksus,värska gümnaasium,75025874,57.955118,27.636784,võrumaa,87,setomaa,värska alevik,9671,20,1533,värska gümnaasiumi võimla,rahuldav,"korvpall, aeroobika, võrkpall, saalijalgpall, käsipall",2004.0,1986.0,12.0
377,värska gümnaasiumi staadion,värska gümnaasium,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,setomaa vallavalitsus,75025041,kohaliku omavalitsuse üksus,värska gümnaasium,75025874,57.954481,27.634048,võrumaa,87,setomaa,värska alevik,9671,0,1569,staadion,väga hea,"jalgpall, kergejõustik",2011.0,1970.0,0.0
3544,vääna-jõesuu kooli staadion ja spordiväljakud,vääna-jõesuu kool,"muu spordiplats, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,harku vallavalitsus,75014132,kohaliku omavalitsuse üksus,harku vallavalitsus,75014132,59.431963,24.372203,harjumaa,37,harku,vääna-jõesuu küla,9685,0,7797,staadion,hea,"jalgpall, kergejõustik",2021.0,1968.0,0.0
4728,väätsa multifunktsionaalne palliväljak,väätsa tervisekompleks,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,türi vallavalitsus,75033460,mittetulundusühing,jalgpalliklubi väätsa,80362533,58.887206,25.450085,järvamaa,52,türi,väätsa alevik,9692,0,10104,väätsa multifunktsionaalne palliväljak,väga hea,"korvpall, jalgpall, võrkpall",0.0,2019.0,0.0
762,väätsa põhikooli staadion,väätsa tervisekompleks,staadion,kinnisasi,kohaliku omavalitsuse üksus,türi vallavalitsus,75033460,kohaliku omavalitsuse üksus,väätsa põhikool,75013486,58.887948,25.450011,järvamaa,52,türi,väätsa alevik,9692,0,743,staadion,rahuldav,"kergejõustik, jalgpall",2019.0,1981.0,0.0
761,väätsa tervisekompleks,väätsa tervisekompleks,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,türi vallavalitsus,75033460,mittetulundusühing,türi spordiklubide liit,80049061,58.88880558,25.44878258,järvamaa,52,türi,väätsa alevik,9692,100,601,suur saal,hea,"korvpall, saalijalgpall, võrkpall, saalihoki",2018.0,1989.0,40.0
624,wismari jalgpallistaadion,wismari jalgpallistaadion,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,tallinna kultuuri- ja spordiamet,77001435,mittetulundusühing,mittetulundusühing tallinna jalgpalliklubi legion,80107947,59.431465,24.732821,harjumaa,37,tallinn,kesklinna linnaosa,298,80,292,wismari jalgpallistaadion,väga hea,jalgpall,2014.0,1922.0,20.0
1411,wismari jalgpallistaadioni pneumohall,wismari jalgpallistaadion,"võimla, spordihall, spordisaal",vallasasi,kohaliku omavalitsuse üksus,tallinna kultuuri- ja spordiamet,77001435,mittetulundusühing,mittetulundusühing tallinna jalgpalliklubi legion,80107947,59.432117,24.73339,harjumaa,37,tallinn,kesklinna linnaosa,298,80,9695,pneumohall,hea,saalijalgpall,2008.0,1987.0,20.0
1469,ülenurme gümnaasiumi staadion,ülenurme gümnaasium,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,kambja vallavalitsus,77000275,kohaliku omavalitsuse üksus,ülenurme gümnaasium,75007439,58.322992,26.723117,tartumaa,79,kambja,ülenurme alevik,9835,0,3635,ülenurme staadion,väga hea,"kergejõustik, jalgpall",2021.0,1989.0,0.0
